Invoice Number,Payment Method,Payment Date,Sales person,Dynamic Data Masking,Email,,,,,,,,
INV-89498,Credit Card,9-Apr-24,,,,,,,,,,,
INV-13029,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-59278,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-59804,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-38512,Credit Card,22-Apr-24,,,,,,,,,,,
INV-56343,Check,19-Apr-24,,,,,,,,,,,
INV-60070,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-55203,Credit Card,4-May-24,,,,,,,,,,,
INV-46051,Credit Card,6-May-24,,,,,,,,,,,
INV-26032,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-12112,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-99117,Check,5-May-24,,,,,,,,,,,
INV-58977,Credit Card,15-Apr-24,,,,,,,,,,,
INV-19670,Check,16-Apr-24,,,,,,,,,,,
INV-61247,Credit Card,14-Apr-24,,,,,,,,,,,
INV-59517,Credit Card,24-Apr-24,,,,,,,,,,,
INV-63259,Credit Card,16-Apr-24,,,,,,,,,,,
INV-29416,Check,2-May-24,,,,,,,,,,,
INV-89590,Credit Card,15-Apr-24,,,,,,,,,,,
INV-77016,Check,22-Apr-24,,,,,,,,,,,
INV-84529,Credit Card,6-May-24,,,,,,,,,,,
INV-83062,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-74927,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-11640,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-30107,Credit Card,27-Apr-24,,,,,,,,,,,
INV-10039,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-97251,Check,16-Apr-24,,,,,,,,,,,
INV-46694,Check,7-Apr-24,,,,,,,,,,,
INV-19200,Credit Card,9-Apr-24,,,,,,,,,,,
INV-91343,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-28104,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-60087,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-46358,Check,22-Apr-24,,,,,,,,,,,
INV-69441,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-85826,Credit Card,11-Apr-24,,,,,,,,,,,
INV-24270,Credit Card,20-Apr-24,,,,,,,,,,,
INV-10938,Check,27-Apr-24,,,,,,,,,,,
INV-52854,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-76692,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-14860,Check,29-Apr-24,,,,,,,,,,,
INV-76727,Credit Card,22-Apr-24,,,,,,,,,,,
INV-78433,Credit Card,28-Apr-24,,,,,,,,,,,
INV-77103,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-86435,Check,2-May-24,,,,,,,,,,,
INV-92890,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-84791,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-34840,Credit Card,14-Apr-24,,,,,,,,,,,
INV-47396,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-37382,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-63969,Credit Card,24-Apr-24,,,,,,,,,,,
INV-75070,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-59330,Check,1-May-24,,,,,,,,,,,
INV-55640,Check,14-Apr-24,,,,,,,,,,,
INV-36023,Credit Card,25-Apr-24,,,,,,,,,,,
INV-87759,Check,28-Apr-24,,,,,,,,,,,
INV-42057,Check,28-Apr-24,,,,,,,,,,,
INV-12290,ACH Transfer,20-Apr-24,,,,,,,,,,,
INV-48104,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-32120,Credit Card,9-Apr-24,,,,,,,,,,,
INV-59107,Check,21-Apr-24,,,,,,,,,,,
INV-14858,Credit Card,27-Apr-24,,,,,,,,,,,
INV-85872,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-23034,Credit Card,16-Apr-24,,,,,,,,,,,
INV-96431,Check,4-May-24,,,,,,,,,,,
INV-67008,Check,14-Apr-24,,,,,,,,,,,
INV-21668,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-71036,Check,5-May-24,,,,,,,,,,,
INV-89148,Check,27-Apr-24,,,,,,,,,,,
INV-64779,Credit Card,21-Apr-24,,,,,,,,,,,
INV-30721,Check,3-May-24,,,,,,,,,,,
INV-75420,Check,21-Apr-24,,,,,,,,,,,
INV-12479,Credit Card,7-Apr-24,,,,,,,,,,,
INV-22928,Credit Card,2-May-24,,,,,,,,,,,
INV-40656,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-24146,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-23158,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-50027,Credit Card,16-Apr-24,,,,,,,,,,,
INV-81341,ACH Transfer,6-May-24,,,,,,,,,,,
INV-46744,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-53015,Check,28-Apr-24,,,,,,,,,,,
INV-23390,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-92674,Check,4-May-24,,,,,,,,,,,
INV-68815,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-86436,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-56855,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-34858,Credit Card,10-Apr-24,,,,,,,,,,,
INV-93697,Credit Card,4-May-24,,,,,,,,,,,
INV-76865,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-24202,Check,15-Apr-24,,,,,,,,,,,
INV-83783,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-71074,Check,29-Apr-24,,,,,,,,,,,
INV-49241,Check,18-Apr-24,,,,,,,,,,,
INV-25307,Wire Transfer,2-May-24,,,,,,,,,,,
INV-22333,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-98664,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-16228,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-77080,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-22577,Check,2-May-24,,,,,,,,,,,
INV-38571,Check,16-Apr-24,,,,,,,,,,,
INV-88394,Credit Card,1-May-24,,,,,,,,,,,
INV-47530,Wire Transfer,11-Apr-24,,,,,,,,,,,
INV-36698,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-57372,Credit Card,1-May-24,,,,,,,,,,,
INV-56996,ACH Transfer,2-May-24,,,,,,,,,,,
INV-92732,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-59967,Wire Transfer,1-May-24,,,,,,,,,,,
INV-38705,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-48279,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-74854,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-89775,Credit Card,28-Apr-24,,,,,,,,,,,
INV-86331,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-53113,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-26858,ACH Transfer,1-May-24,,,,,,,,,,,
INV-53047,Credit Card,19-Apr-24,,,,,,,,,,,
INV-12283,Wire Transfer,2-May-24,,,,,,,,,,,
INV-24226,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-86544,Credit Card,11-Apr-24,,,,,,,,,,,
INV-41069,Credit Card,30-Apr-24,,,,,,,,,,,
INV-83940,Check,30-Apr-24,,,,,,,,,,,
INV-92278,ACH Transfer,4-May-24,,,,,,,,,,,
INV-82925,Check,29-Apr-24,,,,,,,,,,,
INV-80290,Check,24-Apr-24,,,,,,,,,,,
INV-37645,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-14385,Check,3-May-24,,,,,,,,,,,
INV-27398,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-24522,Credit Card,1-May-24,,,,,,,,,,,
INV-90025,Check,20-Apr-24,,,,,,,,,,,
INV-84705,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-38668,Check,13-Apr-24,,,,,,,,,,,
INV-47820,Wire Transfer,2-May-24,,,,,,,,,,,
INV-85171,Check,4-May-24,,,,,,,,,,,
INV-23394,Credit Card,27-Apr-24,,,,,,,,,,,
INV-99539,Check,30-Apr-24,,,,,,,,,,,
INV-28320,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-99289,Credit Card,17-Apr-24,,,,,,,,,,,
INV-97757,Credit Card,20-Apr-24,,,,,,,,,,,
INV-86198,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-69111,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-88278,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-29714,Check,3-May-24,,,,,,,,,,,
INV-51310,Check,8-Apr-24,,,,,,,,,,,
INV-59772,Check,10-Apr-24,,,,,,,,,,,
INV-48145,Credit Card,10-Apr-24,,,,,,,,,,,
INV-67479,ACH Transfer,5-May-24,,,,,,,,,,,
INV-55919,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-21843,Credit Card,15-Apr-24,,,,,,,,,,,
INV-79987,Check,14-Apr-24,,,,,,,,,,,
INV-88229,Credit Card,7-Apr-24,,,,,,,,,,,
INV-99041,Wire Transfer,12-Apr-24,,,,,,,,,,,
INV-27923,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-81819,Credit Card,18-Apr-24,,,,,,,,,,,
INV-28631,Check,11-Apr-24,,,,,,,,,,,
INV-87652,ACH Transfer,4-May-24,,,,,,,,,,,
INV-64416,Check,5-May-24,,,,,,,,,,,
INV-69172,Check,6-May-24,,,,,,,,,,,
INV-88473,Credit Card,19-Apr-24,,,,,,,,,,,
INV-87528,Credit Card,13-Apr-24,,,,,,,,,,,
INV-69439,Credit Card,15-Apr-24,,,,,,,,,,,
INV-63371,Wire Transfer,5-May-24,,,,,,,,,,,
INV-37635,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-34361,ACH Transfer,2-May-24,,,,,,,,,,,
INV-36533,Credit Card,24-Apr-24,,,,,,,,,,,
INV-46318,Credit Card,27-Apr-24,,,,,,,,,,,
INV-61572,Check,5-May-24,,,,,,,,,,,
INV-20354,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-75382,Wire Transfer,2-May-24,,,,,,,,,,,
INV-53535,Credit Card,19-Apr-24,,,,,,,,,,,
INV-55380,Credit Card,4-May-24,,,,,,,,,,,
INV-18735,Check,28-Apr-24,,,,,,,,,,,
INV-70746,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-91522,Credit Card,24-Apr-24,,,,,,,,,,,
INV-91499,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-78902,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-10997,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-67488,Wire Transfer,27-Apr-24,,,,,,,,,,,
INV-58845,Credit Card,14-Apr-24,,,,,,,,,,,
INV-56907,Credit Card,25-Apr-24,,,,,,,,,,,
INV-60452,Credit Card,19-Apr-24,,,,,,,,,,,
INV-20728,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-94346,Check,3-May-24,,,,,,,,,,,
INV-38853,Credit Card,6-May-24,,,,,,,,,,,
INV-61700,Credit Card,22-Apr-24,,,,,,,,,,,
INV-74323,Check,1-May-24,,,,,,,,,,,
INV-76629,Credit Card,14-Apr-24,,,,,,,,,,,
INV-41352,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-51228,Check,4-May-24,,,,,,,,,,,
INV-82184,Credit Card,17-Apr-24,,,,,,,,,,,
INV-34027,Wire Transfer,4-May-24,,,,,,,,,,,
INV-54653,Credit Card,15-Apr-24,,,,,,,,,,,
INV-73355,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-14166,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-85617,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-64741,Credit Card,27-Apr-24,,,,,,,,,,,
INV-88882,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-34332,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-26248,ACH Transfer,4-May-24,,,,,,,,,,,
INV-79972,Check,12-Apr-24,,,,,,,,,,,
INV-95599,Wire Transfer,2-May-24,,,,,,,,,,,
INV-13617,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-25142,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-73248,Check,10-Apr-24,,,,,,,,,,,
INV-38748,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-44867,Check,20-Apr-24,,,,,,,,,,,
INV-42326,Check,14-Apr-24,,,,,,,,,,,
INV-95604,Check,19-Apr-24,,,,,,,,,,,
INV-10947,Credit Card,18-Apr-24,,,,,,,,,,,
INV-91843,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-64149,Wire Transfer,6-May-24,,,,,,,,,,,
INV-71038,Check,24-Apr-24,,,,,,,,,,,
INV-86180,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-46734,Credit Card,1-May-24,,,,,,,,,,,
INV-19460,ACH Transfer,17-Apr-24,,,,,,,,,,,
INV-56282,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-72073,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-88879,ACH Transfer,4-May-24,,,,,,,,,,,
INV-42415,Check,14-Apr-24,,,,,,,,,,,
INV-25011,Check,9-Apr-24,,,,,,,,,,,
INV-76413,Check,5-May-24,,,,,,,,,,,
INV-56183,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-19697,Check,11-Apr-24,,,,,,,,,,,
INV-85315,Check,11-Apr-24,,,,,,,,,,,
INV-53027,Check,22-Apr-24,,,,,,,,,,,
INV-96500,Check,26-Apr-24,,,,,,,,,,,
INV-96856,Check,3-May-24,,,,,,,,,,,
INV-23258,Check,9-Apr-24,,,,,,,,,,,
INV-31691,ACH Transfer,21-Apr-24,,,,,,,,,,,
INV-49009,Check,25-Apr-24,,,,,,,,,,,
INV-34340,Check,20-Apr-24,,,,,,,,,,,
INV-44795,Wire Transfer,28-Apr-24,,,,,,,,,,,
INV-15848,Credit Card,4-May-24,,,,,,,,,,,
INV-11133,Check,26-Apr-24,,,,,,,,,,,
INV-19410,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-26984,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-92882,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-91904,Wire Transfer,4-May-24,,,,,,,,,,,
INV-81359,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-59144,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-26321,Check,12-Apr-24,,,,,,,,,,,
INV-37547,Credit Card,27-Apr-24,,,,,,,,,,,
INV-20232,Credit Card,25-Apr-24,,,,,,,,,,,
INV-76908,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-41292,Check,25-Apr-24,,,,,,,,,,,
INV-21998,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-48127,Check,11-Apr-24,,,,,,,,,,,
INV-69725,Credit Card,23-Apr-24,,,,,,,,,,,
INV-99827,Wire Transfer,6-May-24,,,,,,,,,,,
INV-98882,Credit Card,6-May-24,,,,,,,,,,,
INV-58200,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-83513,Credit Card,13-Apr-24,,,,,,,,,,,
INV-48842,Credit Card,26-Apr-24,,,,,,,,,,,
INV-36364,ACH Transfer,4-May-24,,,,,,,,,,,
INV-97191,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-45914,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-65335,Credit Card,26-Apr-24,,,,,,,,,,,
INV-51044,Wire Transfer,3-May-24,,,,,,,,,,,
INV-55389,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-76518,Wire Transfer,1-May-24,,,,,,,,,,,
INV-22709,ACH Transfer,11-Apr-24,,,,,,,,,,,
INV-89949,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-23056,Credit Card,16-Apr-24,,,,,,,,,,,
INV-28489,Wire Transfer,4-May-24,,,,,,,,,,,
INV-30387,Credit Card,22-Apr-24,,,,,,,,,,,
INV-15315,Check,21-Apr-24,,,,,,,,,,,
INV-75887,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-15326,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-36542,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-22431,Check,2-May-24,,,,,,,,,,,
INV-99798,Credit Card,3-May-24,,,,,,,,,,,
INV-78353,Wire Transfer,5-May-24,,,,,,,,,,,
INV-44147,Credit Card,2-May-24,,,,,,,,,,,
INV-14304,Credit Card,18-Apr-24,,,,,,,,,,,
INV-89002,Check,15-Apr-24,,,,,,,,,,,
INV-54483,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-23372,Wire Transfer,5-May-24,,,,,,,,,,,
INV-65792,Check,13-Apr-24,,,,,,,,,,,
INV-90672,ACH Transfer,4-May-24,,,,,,,,,,,
INV-55461,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-10895,Credit Card,9-Apr-24,,,,,,,,,,,
INV-66766,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-28179,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-25062,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-48391,Check,24-Apr-24,,,,,,,,,,,
INV-78409,ACH Transfer,28-Apr-24,,,,,,,,,,,
INV-53319,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-39277,Check,20-Apr-24,,,,,,,,,,,
INV-55901,Credit Card,13-Apr-24,,,,,,,,,,,
INV-79589,Wire Transfer,23-Apr-24,,,,,,,,,,,
INV-10663,Wire Transfer,15-Apr-24,,,,,,,,,,,
INV-11657,Check,26-Apr-24,,,,,,,,,,,
INV-55683,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-65942,Credit Card,29-Apr-24,,,,,,,,,,,
INV-86496,Check,23-Apr-24,,,,,,,,,,,
INV-38896,ACH Transfer,18-Apr-24,,,,,,,,,,,
INV-34246,Check,14-Apr-24,,,,,,,,,,,
INV-84467,Credit Card,12-Apr-24,,,,,,,,,,,
INV-40750,Check,8-Apr-24,,,,,,,,,,,
INV-92060,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-21001,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-38522,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-14778,ACH Transfer,9-Apr-24,,,,,,,,,,,
INV-93029,ACH Transfer,24-Apr-24,,,,,,,,,,,
INV-86088,Wire Transfer,8-Apr-24,,,,,,,,,,,
INV-10744,Check,10-Apr-24,,,,,,,,,,,
INV-65142,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-20134,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-94613,Credit Card,12-Apr-24,,,,,,,,,,,
INV-26737,Credit Card,15-Apr-24,,,,,,,,,,,
INV-41390,Check,21-Apr-24,,,,,,,,,,,
INV-21111,Check,25-Apr-24,,,,,,,,,,,
INV-62799,Credit Card,3-May-24,,,,,,,,,,,
INV-35451,Credit Card,1-May-24,,,,,,,,,,,
INV-17285,ACH Transfer,23-Apr-24,,,,,,,,,,,
INV-25442,Check,25-Apr-24,,,,,,,,,,,
INV-30808,Check,4-May-24,,,,,,,,,,,
INV-65920,ACH Transfer,1-May-24,,,,,,,,,,,
INV-29004,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-38603,Check,4-May-24,,,,,,,,,,,
INV-33833,Check,26-Apr-24,,,,,,,,,,,
INV-15135,Check,5-May-24,,,,,,,,,,,
INV-86126,Check,28-Apr-24,,,,,,,,,,,
INV-90772,Credit Card,20-Apr-24,,,,,,,,,,,
INV-52448,Check,3-May-24,,,,,,,,,,,
INV-58708,Credit Card,14-Apr-24,,,,,,,,,,,
INV-66997,ACH Transfer,13-Apr-24,,,,,,,,,,,
INV-32218,Credit Card,21-Apr-24,,,,,,,,,,,
INV-30055,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-62169,Credit Card,30-Apr-24,,,,,,,,,,,
INV-15366,Wire Transfer,26-Apr-24,,,,,,,,,,,
INV-14439,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-43845,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-51483,Wire Transfer,3-May-24,,,,,,,,,,,
INV-70419,Credit Card,15-Apr-24,,,,,,,,,,,
INV-72075,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-14614,Check,8-Apr-24,,,,,,,,,,,
INV-64425,Credit Card,14-Apr-24,,,,,,,,,,,
INV-29952,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-30754,Check,8-Apr-24,,,,,,,,,,,
INV-45057,Credit Card,28-Apr-24,,,,,,,,,,,
INV-59495,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-81782,Check,3-May-24,,,,,,,,,,,
INV-93077,ACH Transfer,29-Apr-24,,,,,,,,,,,
INV-26725,Credit Card,17-Apr-24,,,,,,,,,,,
INV-92054,Check,4-May-24,,,,,,,,,,,
INV-16352,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-90054,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-70166,Wire Transfer,3-May-24,,,,,,,,,,,
INV-47004,ACH Transfer,1-May-24,,,,,,,,,,,
INV-79511,Check,15-Apr-24,,,,,,,,,,,
INV-21272,Credit Card,9-Apr-24,,,,,,,,,,,
INV-34177,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-89079,Check,22-Apr-24,,,,,,,,,,,
INV-19385,Wire Transfer,2-May-24,,,,,,,,,,,
INV-50567,Check,15-Apr-24,,,,,,,,,,,
INV-98979,Credit Card,13-Apr-24,,,,,,,,,,,
INV-60193,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-87665,Credit Card,19-Apr-24,,,,,,,,,,,
INV-82457,Wire Transfer,21-Apr-24,,,,,,,,,,,
INV-49808,Wire Transfer,30-Apr-24,,,,,,,,,,,
INV-49679,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-49854,Credit Card,12-Apr-24,,,,,,,,,,,
INV-83620,Check,22-Apr-24,,,,,,,,,,,
INV-48534,Wire Transfer,6-May-24,,,,,,,,,,,
INV-86822,Credit Card,1-May-24,,,,,,,,,,,
INV-38587,Wire Transfer,1-May-24,,,,,,,,,,,
INV-45862,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-53492,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-79175,Wire Transfer,19-Apr-24,,,,,,,,,,,
INV-77575,ACH Transfer,27-Apr-24,,,,,,,,,,,
INV-56762,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-97548,Wire Transfer,22-Apr-24,,,,,,,,,,,
INV-74652,Wire Transfer,18-Apr-24,,,,,,,,,,,
INV-68770,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-67970,ACH Transfer,3-May-24,,,,,,,,,,,
INV-84637,Check,24-Apr-24,,,,,,,,,,,
INV-68420,Credit Card,11-Apr-24,,,,,,,,,,,
INV-50711,Credit Card,22-Apr-24,,,,,,,,,,,
INV-97566,ACH Transfer,3-May-24,,,,,,,,,,,
INV-37015,ACH Transfer,15-Apr-24,,,,,,,,,,,
INV-59642,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-51914,Wire Transfer,14-Apr-24,,,,,,,,,,,
INV-68600,Check,10-Apr-24,,,,,,,,,,,
INV-87986,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-38403,ACH Transfer,4-May-24,,,,,,,,,,,
INV-78530,Credit Card,9-Apr-24,,,,,,,,,,,
INV-81581,Check,4-May-24,,,,,,,,,,,
INV-91524,Check,28-Apr-24,,,,,,,,,,,
INV-54335,Check,7-Apr-24,,,,,,,,,,,
INV-70159,Credit Card,2-May-24,,,,,,,,,,,
INV-76891,Wire Transfer,20-Apr-24,,,,,,,,,,,
INV-83348,ACH Transfer,19-Apr-24,,,,,,,,,,,
INV-84233,Credit Card,20-Apr-24,,,,,,,,,,,
INV-14247,Credit Card,6-May-24,,,,,,,,,,,
INV-22567,Check,22-Apr-24,,,,,,,,,,,
INV-77636,Credit Card,2-May-24,,,,,,,,,,,
INV-83810,Credit Card,15-Apr-24,,,,,,,,,,,
INV-49772,ACH Transfer,25-Apr-24,,,,,,,,,,,
INV-52482,Check,13-Apr-24,,,,,,,,,,,
INV-66716,Wire Transfer,29-Apr-24,,,,,,,,,,,
INV-58418,Wire Transfer,10-Apr-24,,,,,,,,,,,
INV-72026,Wire Transfer,13-Apr-24,,,,,,,,,,,
INV-34717,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-15816,Wire Transfer,7-Apr-24,,,,,,,,,,,
INV-73039,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-75189,Check,18-Apr-24,,,,,,,,,,,
INV-59111,Credit Card,12-Apr-24,,,,,,,,,,,
INV-83988,Credit Card,18-Apr-24,,,,,,,,,,,
INV-16178,Check,6-May-24,,,,,,,,,,,
INV-35947,Check,21-Apr-24,,,,,,,,,,,
INV-85190,ACH Transfer,16-Apr-24,,,,,,,,,,,
INV-90533,ACH Transfer,8-Apr-24,,,,,,,,,,,
INV-80852,Credit Card,19-Apr-24,,,,,,,,,,,
INV-78200,ACH Transfer,30-Apr-24,,,,,,,,,,,
INV-16670,Credit Card,12-Apr-24,,,,,,,,,,,
INV-15347,Check,24-Apr-24,,,,,,,,,,,
INV-98265,Credit Card,25-Apr-24,,,,,,,,,,,
INV-65212,ACH Transfer,10-Apr-24,,,,,,,,,,,
INV-63691,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-50526,Wire Transfer,4-May-24,,,,,,,,,,,
INV-93322,Wire Transfer,5-May-24,,,,,,,,,,,
INV-91430,Credit Card,28-Apr-24,,,,,,,,,,,
INV-73094,Check,18-Apr-24,,,,,,,,,,,
INV-54722,Credit Card,30-Apr-24,,,,,,,,,,,
INV-17180,Wire Transfer,27-Apr-24,,,,,,,,,,,
INV-94403,Check,22-Apr-24,,,,,,,,,,,
INV-85868,Credit Card,29-Apr-24,,,,,,,,,,,
INV-51524,Credit Card,2-May-24,,,,,,,,,,,
INV-72805,ACH Transfer,22-Apr-24,,,,,,,,,,,
INV-10654,Check,24-Apr-24,,,,,,,,,,,
INV-56237,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-94869,ACH Transfer,12-Apr-24,,,,,,,,,,,
INV-48616,Credit Card,5-May-24,,,,,,,,,,,
INV-66701,Credit Card,10-Apr-24,,,,,,,,,,,
INV-86810,Wire Transfer,9-Apr-24,,,,,,,,,,,
INV-92362,Check,24-Apr-24,,,,,,,,,,,
INV-39178,Wire Transfer,2-May-24,,,,,,,,,,,
INV-54190,Check,22-Apr-24,,,,,,,,,,,
INV-44357,Credit Card,16-Apr-24,,,,,,,,,,,
INV-74798,Wire Transfer,1-May-24,,,,,,,,,,,
INV-56521,Check,18-Apr-24,,,,,,,,,,,
INV-13085,Wire Transfer,17-Apr-24,,,,,,,,,,,
INV-74657,Wire Transfer,24-Apr-24,,,,,,,,,,,
INV-27513,Wire Transfer,25-Apr-24,,,,,,,,,,,
INV-39037,Credit Card,3-May-24,,,,,,,,,,,
INV-22913,Check,13-Apr-24,,,,,,,,,,,
INV-52622,ACH Transfer,7-Apr-24,,,,,,,,,,,
INV-17728,Credit Card,20-Apr-24,,,,,,,,,,,
INV-12372,Check,25-Apr-24,,,,,,,,,,,
INV-52230,Credit Card,20-Apr-24,,,,,,,,,,,
INV-76216,Credit Card,2-May-24,,,,,,,,,,,
INV-77245,ACH Transfer,14-Apr-24,,,,,,,,,,,
INV-60835,ACH Transfer,26-Apr-24,,,,,,,,,,,
INV-65173,ACH Transfer,6-May-24,,,,,,,,,,,
INV-72018,ACH Transfer,25-Apr-24,,,,,,,,,,,
